,x,y,cell_id,population,infected_DM_0,infected_DM_1,infected_DM_2,infected_DM_3,u,var,sd,IoD,CoV,level of impact,level of uncertainity,distance in miles,Address
1537,-2.229753,53.4807507,-5.113238427436041e+18,114,0,1,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,moderately impacted area,moderate uncertainity,6.396349144482814,"Rochdale Canal Tow Path, Piccadilly, City Centre, Manchester, Greater Manchester, England, M1 2ER, United Kingdom"
1538,-2.2297724,53.484346,-4.629193656445664e+18,90,0,0,1,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,6.6042308367348435,"19, Blossom Street, Ancoats, Collyhurst, Manchester, Greater Manchester, England, M4 5EP, United Kingdom"
1539,-2.2280869,53.4510919,5.295842032891678e+18,188,3,2,1,2,2.0,0.666666666666667,0.816496580927726,0.333333333333333,0.408248290463863,highest contaminated zone,least uncertainity,4.905743808045131,"4, Eileen Grove West, Fallowfield Triangle, Rusholme, Manchester, Greater Manchester, England, M14 5NW, United Kingdom"
1540,-2.2281158,53.4564849,8.580724502765486e+18,137,1,2,1,0,1.0,0.666666666666667,0.816496580927726,0.666666666666667,0.816496580927726,higher impacted area,moderate uncertainity,5.161519389859861,"75, Heald Grove, Chorlton-on-Medlock, Manchester, Greater Manchester, England, M14 4AP, United Kingdom"
1541,-2.2266722,53.4681727,-5.082498449279101e+17,98,1,2,2,2,1.75,0.25,0.5,0.142857142857143,0.285714285714286,higher impacted area,least uncertainity,5.825813971199208,"Brunswick Street, Brunswick, Chorlton-on-Medlock, Manchester, Greater Manchester, England, M13 9SX, United Kingdom"
1542,-2.2266818,53.4699704,-2.388123360561537e+18,59,0,1,2,1,1.0,0.666666666666667,0.816496580927726,0.666666666666667,0.816496580927726,higher impacted area,moderate uncertainity,5.921169396140442,"Sylvia Pankhurst Way, Brunswick, Chorlton-on-Medlock, Manchester, Greater Manchester, England, M13 9UL, United Kingdom"
1543,-2.2267297,53.4789588,-3.608920055520923e+18,103,0,0,1,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,moderately impacted area,moderate uncertainity,6.412726001999621,"Thomas Telford Basin, Piccadilly, City Centre, Manchester, Greater Manchester, England, M1 2NH, United Kingdom"
1544,-2.2250278,53.4421092,6.096227417914675e+18,138,1,0,0,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,moderately impacted area,moderate uncertainity,4.685216663688632,"23, Chervil Close, Fallowfield, Manchester, Greater Manchester, England, M14 7DP, United Kingdom"
1545,-2.2250326,53.443008,7.983663374269702e+17,143,1,0,1,1,0.75,0.25,0.5,0.333333333333333,0.666666666666667,higher impacted area,least uncertainity,4.720598206595866,"106, Chervil Close, Fallowfield, Manchester, Greater Manchester, England, M14 7DP, United Kingdom"
1546,-2.2250849,53.4528953,-2.1368575924192484e+18,182,2,5,2,1,2.5,3.0,1.73205080756888,1.2,0.692820323027551,highest contaminated zone,highest uncertainity,5.143302100181183,"29, Hibbert Street, Victoria Park, Rusholme, Manchester, Greater Manchester, England, M14 5WR, United Kingdom"
1547,-2.2251515,53.465479,-8.602981167190795e+18,50,0,0,3,0,0.75,2.25,1.5,3.0,2.0,higher impacted area,very unlikely,5.753953962633912,"Dryden Street, Brunswick, Chorlton-on-Medlock, Manchester, Greater Manchester, England, M13 9AU, United Kingdom"
1548,-2.225223,53.4789616,8.922997167439106e+18,60,0,1,2,0,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845,higher impacted area,highest uncertainity,6.474016598652243,"Crusader Mill, Chapeltown Street, Piccadilly, City Centre, Manchester, Greater Manchester, England, M1 2WQ, United Kingdom"
1549,-2.225347,53.5023313,-7.446144588792611e+18,50,0,0,1,2,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845,higher impacted area,highest uncertainity,7.828139675294579,"Smedley Road, Cheetham Hill, Manchester, Greater Manchester, England, M8 0RS, United Kingdom"
1550,-2.2235743,53.4519993,8.229687098762861e+18,84,1,1,1,0,0.75,0.25,0.5,0.333333333333333,0.666666666666667,higher impacted area,least uncertainity,5.181542617645953,"Bembridge Close, Victoria Park, Rusholme, Manchester, Greater Manchester, England, M14 5XB, United Kingdom"
1551,-2.2236121,53.45919,-2.7225735955624576e+17,147,1,0,5,1,1.75,4.91666666666667,2.21735578260835,2.80952380952381,1.26706044720477,higher impacted area,very unlikely,5.5140048467449,"Manchester University Hospitals (central site), North Road, Brunswick, Chorlton-on-Medlock, Manchester, Greater Manchester, England, M13 9NZ, United Kingdom"
1552,-2.2236452,53.4654819,6.027422162636009e+18,12,0,0,1,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,5.824087739538957,"Lauderdale Crescent, Brunswick, Chorlton-on-Medlock, Manchester, Greater Manchester, England, M13 9FD, United Kingdom"
1553,-2.2219888,53.4367218,-4.750652279158873e+18,129,0,0,0,1,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,4.665106032994021,"Derby Road, Ladybarn, Withington, Manchester, Greater Manchester, England, M14 6UN, United Kingdom"
1554,-2.2220638,53.4511033,-8.784078499380244e+18,56,0,0,0,3,0.75,2.25,1.5,3.0,2.0,higher impacted area,very unlikely,5.2223170101367815,"Wilmslow Road, Victoria Park, Rusholme, Manchester, Greater Manchester, England, M14 5LN, United Kingdom"
1555,-2.2222659,53.4897533,6.17889229281772e+18,66,1,0,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,moderately impacted area,moderate uncertainity,7.200605262857983,"Bothwell Road, Collyhurst, Manchester, Greater Manchester, England, M40 7PA, United Kingdom"
1556,-2.22228,53.4924498,-8.23151738683795e+18,84,0,1,0,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,7.35491405731362,"Lackford Drive, Collyhurst, Manchester, Greater Manchester, England, M40 7UH, United Kingdom"
1557,-2.2207074,53.4798689,2.2920419434984745e+18,162,0,1,1,1,0.75,0.25,0.5,0.333333333333333,0.666666666666667,higher impacted area,least uncertainity,6.712758322536859,"6, Pollard Street, New Islington, Miles Platting, Manchester, Greater Manchester, England, M4 7BN, United Kingdom"
1558,-2.2207307,53.4843631,-6.624253781028409e+18,65,0,0,1,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,6.958401910823113,"Tribe New Islington, 43, Chippenham Road, Miles Platting, Manchester, Greater Manchester, England, M4 6BY, United Kingdom"
1559,-2.2209084,53.5185188,-5.476822209109345e+18,60,0,0,1,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,moderately impacted area,moderate uncertainity,8.957340402429077,"Newcroft Drive, Blackley, Manchester, Greater Manchester, England, M9 8PU, United Kingdom"
1560,-2.2190477,53.45021,6.353453723756539e+18,40,0,0,0,1,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,5.348219643890758,"2,4, Norman Road, Victoria Park, Rusholme, Manchester, Greater Manchester, England, M14 5JZ, United Kingdom"
1561,-2.2190569,53.4520077,3.409504150950241e+18,111,0,2,0,2,1.0,1.33333333333333,1.15470053837925,1.33333333333333,1.15470053837925,higher impacted area,highest uncertainity,5.423587054061512,"Moon Grove, Victoria Park, Rusholme, Manchester, Greater Manchester, England, M14 5HF, United Kingdom"
1562,-2.219094,53.4591984,6.89087403858247e+18,108,0,2,0,0,0.5,1.0,1.0,2.0,2.0,moderately impacted area,highest uncertainity,5.741997089828985,"Coniston Hall, 67-77, Hathersage Road, Victoria Park, Rusholme, Manchester, Greater Manchester, England, M13 0EW, United Kingdom"
1563,-2.2192238,53.4843659,-1.2713740140027405e+18,352,1,1,1,4,1.75,2.25,1.5,1.28571428571429,0.857142857142857,higher impacted area,highest uncertainity,7.0210938444723965,"36, Chippenham Road, Miles Platting, Manchester, Greater Manchester, England, M4 7JR, United Kingdom"
1564,-2.2192331,53.4861635,-4.995314647092409e+18,47,0,1,0,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,7.119889788459559,"42, Woodward Street, New Islington, Miles Platting, Manchester, Greater Manchester, England, M4 7JW, United Kingdom"
1565,-2.2174822,53.4385278,3.946161321782525e+18,119,0,0,0,1,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,4.9976958170731365,"Raveley Avenue, Ladybarn, Fallowfield, Manchester, Greater Manchester, England, M14 6WA, United Kingdom"
1566,-2.2175143,53.4448197,8.946372284072706e+18,1072,0,3,3,2,2.0,2.0,1.4142135623731,1.0,0.707106781186548,highest contaminated zone,highest uncertainity,5.2203494302420665,"University of Manchester Fallowfield Campus, 293, Wilmslow Road, Fallowfield, Manchester, Greater Manchester, England, M14 6HD, United Kingdom"
1567,-2.2175327,53.448415,-4.457607030783423e+18,50,0,0,1,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,5.359242392676367,"Thorne House, Wilmslow Road, Victoria Park, Rusholme, Manchester, Greater Manchester, England, M14 6DW, United Kingdom"
1568,-2.2175879,53.4592011,-3.309632300885991e+18,351,4,8,8,2,5.5,9.0,3.0,1.63636363636364,0.545454545454545,highest contaminated zone,highest uncertainity,5.819729909301483,"49, Hathersage Road, Victoria Park, Rusholme, Manchester, Greater Manchester, England, M13 0EW, United Kingdom"
1569,-2.2176938,53.4798744,7.73809531614932e+18,70,1,0,0,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,6.843671425029465,"25A, Mayes Gardens, Manchester, Greater Manchester, England, M4 7FN, United Kingdom"
1570,-2.2177214,53.4852674,-2.4587451525734637e+17,56,0,0,0,1,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,7.1336173392404305,"Ridgway Street, Miles Platting, Manchester, Greater Manchester, England, M40 7FZ, United Kingdom"
1571,-2.216059,53.4547097,-7.072716896338862e+18,190,1,0,1,2,1.0,0.666666666666667,0.816496580927726,0.666666666666667,0.816496580927726,higher impacted area,moderate uncertainity,5.7017617501711095,"Hadfield Close, Victoria Park, Rusholme, Manchester, Greater Manchester, England, M14 5HG, United Kingdom"
1572,-2.2161047,53.4636981,-1.0691299612362108e+18,94,2,0,1,0,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845,higher impacted area,highest uncertainity,6.104243576960173,"Markfield Avenue, Victoria Park, Ardwick, Manchester, Greater Manchester, England, M13 9GU, United Kingdom"
1573,-2.2161139,53.4654958,2.869798625816892e+18,162,0,0,4,1,1.25,3.58333333333333,1.89296944860009,2.86666666666667,1.51437555888007,higher impacted area,very unlikely,6.189065390115195,"Ardwick, Manchester, Greater Manchester, England, M13 9AB, United Kingdom"
1574,-2.2162374,53.4897644,-2.792484909347444e+18,55,0,0,0,1,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,7.442924213980029,"Anscombe Close, Miles Platting, Manchester, Greater Manchester, England, M40 7LZ, United Kingdom"
1575,-2.2162419,53.4906632,7.231641835827573e+18,96,1,0,0,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,7.492531181592103,"Kingsland Close, Miles Platting, Manchester, Greater Manchester, England, M40 7WA, United Kingdom"
1576,-2.2163931,53.5203247,6.499671207291994e+18,133,1,1,0,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,moderately impacted area,moderate uncertainity,9.214547028857064,"Old Road, Harpurhey, Manchester, Greater Manchester, England, M9 8BR, United Kingdom"
1577,-2.2145803,53.4601054,-2.7892286836913526e+18,150,0,0,2,0,0.5,1.0,1.0,2.0,2.0,moderately impacted area,highest uncertainity,6.0175304265376175,"7, Hathersage Road, Victoria Park, Rusholme, Manchester, Greater Manchester, England, M13 0EW, United Kingdom"
1578,-2.214603,53.4645996,1.6847370967200745e+18,150,0,2,1,2,1.25,0.916666666666667,0.957427107756338,0.733333333333333,0.765941686205071,higher impacted area,moderate uncertainity,6.222635575040937,"Flixton Road, Ardwick, Manchester, Greater Manchester, England, M13 9GZ, United Kingdom"
1579,-2.2146167,53.4672961,4.488415403868907e+18,106,1,0,2,1,1.0,0.666666666666667,0.816496580927726,0.666666666666667,0.816496580927726,higher impacted area,moderate uncertainity,6.349792826538475,"Coverdale Crescent, Ardwick, Manchester, Greater Manchester, England, M12 4BJ, United Kingdom"
1580,-2.2146848,53.4807787,-8.611502345959822e+18,56,0,1,0,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,7.025193498600756,"6, Blisworth Close, Bradford, Manchester, Greater Manchester, England, M4 7DT, United Kingdom"
1581,-2.2146893,53.4816776,-7.781891204508414e+18,64,0,1,0,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,7.072288336415528,"201, Every Street, Bradford, Manchester, Greater Manchester, England, M4 7EX, United Kingdom"
1582,-2.2147757,53.4987554,-4.026076762939276e+18,104,1,0,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,moderately impacted area,moderate uncertainity,8.005845718273044,"Queens Road, Collyhurst, Manchester, Greater Manchester, England, M40 8TQ, United Kingdom"
1583,-2.2148257,53.5086426,-3.297519570856307e+18,44,0,0,0,1,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,8.574024538764691,"Carisbrook Street, Harpurhey, Manchester, Greater Manchester, England, M9 5RY, United Kingdom"
1584,-2.2148394,53.5113391,7.439951741762835e+17,28,0,0,1,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,8.731825229813213,"Rochdale Road, Harpurhey, Manchester, Greater Manchester, England, M9 5UP, United Kingdom"
1585,-2.2148667,53.5167321,-6.361866715000012e+18,120,1,1,0,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,moderately impacted area,moderate uncertainity,9.05066511717884,"Wilson Road, Harpurhey, Manchester, Greater Manchester, England, M9 8BN, United Kingdom"
1586,-2.2130562,53.4565128,6.176097716415318e+18,183,0,3,1,1,1.25,1.58333333333333,1.25830573921179,1.26666666666667,1.00664459136943,higher impacted area,highest uncertainity,5.941771088753257,"Denison Road, Victoria Park, Rusholme, Manchester, Greater Manchester, England, M14 5PB, United Kingdom"
1587,-2.2130923,53.4637035,-9.047134745425949e+18,93,1,0,0,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,6.258373307541872,"Markfield Avenue, Victoria Park, Ardwick, Manchester, Greater Manchester, England, M13 9GU, United Kingdom"
1588,-2.2134174,53.5284196,-6.817647853010506e+17,70,0,0,0,1,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,9.803683470470876,"Rathbourne Avenue, Blackley, Manchester, Greater Manchester, England, M9 6PN, United Kingdom"
1589,-2.2115458,53.4556166,7.934223813782853e+17,159,1,0,1,1,0.75,0.25,0.5,0.333333333333333,0.666666666666667,higher impacted area,least uncertainity,5.986804410636357,"Scarsdale Road, Victoria Park, Longsight, Manchester, Greater Manchester, England, M14 5PZ, United Kingdom"
1590,-2.2115503,53.4565154,-3.460602531935848e+18,225,0,1,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,moderately impacted area,moderate uncertainity,6.024113147761247,"Berkeley Avenue, Victoria Park, Longsight, Manchester, Greater Manchester, England, M14 5DW, United Kingdom"
1591,-2.2115592,53.4583131,5.302180976370569e+18,139,1,0,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,moderately impacted area,moderate uncertainity,6.099949695223141,"22, Kedleston Avenue, Victoria Park, Longsight, Manchester, Greater Manchester, England, M14 5PT, United Kingdom"
1592,-2.2116532,53.4771888,8.849926229130963e+18,50,0,1,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,moderately impacted area,moderate uncertainity,6.980201893165808,"6, Helsby Walk, Beswick, Manchester, Greater Manchester, England, M12 6WS, United Kingdom"
1593,-2.211707,53.4879748,5.055992430088784e+18,80,1,0,2,0,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845,higher impacted area,highest uncertainity,7.538397351780115,"Barbeck Close, Miles Platting, Manchester, Greater Manchester, England, M40 7DJ, United Kingdom"
1594,-2.211846,53.5158387,1.207015817191432e+18,94,0,0,1,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,9.104766994389639,"Harpurhey, Manchester, Greater Manchester, England, M9 4AT, United Kingdom"
1595,-2.2100532,53.4583158,-7.284607890536436e+18,82,2,0,0,0,0.5,1.0,1.0,2.0,2.0,moderately impacted area,highest uncertainity,6.1819391081556105,"Laindon Road, Victoria Park, Longsight, Manchester, Greater Manchester, England, M14 5PD, United Kingdom"
1596,-2.2100576,53.4592146,5.79951917949539e+18,148,0,2,1,0,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845,higher impacted area,highest uncertainity,6.219936889580541,"Fenella Street, Victoria Park, Longsight, Manchester, Greater Manchester, England, M13 0DT, United Kingdom"
1597,-2.2100665,53.4610123,7.063135060682806e+18,51,0,0,3,0,0.75,2.25,1.5,3.0,2.0,higher impacted area,very unlikely,6.297078229966346,"Grindlow Street, Victoria Park, Longsight, Manchester, Greater Manchester, England, M13 0LA, United Kingdom"
1598,-2.2085472,53.4583184,-5.502592089877716e+18,126,1,0,0,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,6.264579672851268,"Merwood Grove, Victoria Park, Longsight, Manchester, Greater Manchester, England, M14 5GE, United Kingdom"
1599,-2.2086619,53.4816882,4.920737889694932e+18,95,1,1,2,3,1.75,0.916666666666667,0.957427107756338,0.523809523809524,0.547101204432193,higher impacted area,least uncertainity,7.348452693686232,"20, Ramage Walk, Bradford, Manchester, Greater Manchester, England, M12 6PJ, United Kingdom"
1600,-2.208821,53.5140463,5.031208116216752e+18,37,0,1,0,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,moderately impacted area,moderate uncertainity,9.1117921098433,"Capstan Street, Harpurhey, Manchester, Greater Manchester, England, M9 4DX, United Kingdom"
1601,-2.2070718,53.4646129,-3.625986114183308e+18,151,0,2,0,0,0.5,1.0,1.0,2.0,2.0,moderately impacted area,highest uncertainity,6.614785443856834,"Burdett Way, Longsight, Manchester, Greater Manchester, England, M12 4WP, United Kingdom"
1602,-2.207313,53.5140489,-5.682288212600599e+17,87,0,0,1,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,9.169181487133434,"Most Holy Trinity, Cobden Street, Harpurhey, Manchester, Greater Manchester, England, M9 4DY, United Kingdom"
1603,-2.2055091,53.4529306,-6.232360108379429e+18,86,1,0,0,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,6.221075881219519,"Stamford Road, Longsight, Manchester, Greater Manchester, England, M13 0SN, United Kingdom"
1604,-2.2056351,53.478997,-7.038881787769183e+17,54,0,0,0,2,0.5,1.0,1.0,2.0,2.0,moderately impacted area,highest uncertainity,7.358874587214921,"Ashbury Meadow Primary School, Burbridge Close, Beswick, Manchester, Greater Manchester, England, M11 3WH, United Kingdom"
1605,-2.205683,53.4888842,-4.848791778574047e+18,16,1,0,0,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,7.855457448455182,"222, Bradford Road, Miles Platting, Manchester, Greater Manchester, England, M40 7BT, United Kingdom"
1606,-2.2056917,53.4906818,1.3687737676711268e+18,161,1,3,2,1,1.75,0.916666666666667,0.957427107756338,0.523809523809524,0.547101204432193,higher impacted area,least uncertainity,7.9487076553515665,"Penzance Street, Bradford, Manchester, Greater Manchester, England, M40 7BH, United Kingdom"
1607,-2.205744,53.5014679,-6.324648147307406e+18,17,0,0,1,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,8.524771105241147,"Monsall Road, Harpurhey, Manchester, Greater Manchester, England, M40 8NP, United Kingdom"
1608,-2.204137,53.4807972,-8.518545935933475e+18,98,0,3,1,4,2.0,3.33333333333333,1.82574185835055,1.66666666666667,0.912870929175277,highest contaminated zone,highest uncertainity,7.520005619808007,"6, Havana Close, Bradford, Manchester, Greater Manchester, England, M11 3JE, United Kingdom"
1609,-2.2026045,53.4754068,-4.813211486478086e+18,65,0,1,0,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,7.337905654529289,"6, Hartwell Close, Beswick, Manchester, Greater Manchester, England, M11 3TW, United Kingdom"
1610,-2.2026216,53.4790021,2.5800643314499026e+18,140,1,0,0,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,7.5073975887565405,"30, Ellingham Close, Beswick, Manchester, Greater Manchester, England, M11 3QP, United Kingdom"
1611,-2.202759,53.5077649,3.3081696114983337e+18,106,0,2,1,0,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845,higher impacted area,highest uncertainity,8.995918012678318,"Nigel Road, Harpurhey, Manchester, Greater Manchester, England, M9 4PD, United Kingdom"
1612,-2.2012896,53.5158569,5.865797784320612e+18,83,0,0,1,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,moderately impacted area,moderate uncertainity,9.50749316648924,"Harpurhey, Manchester, Greater Manchester, England, M9 4EL, United Kingdom"
1613,-2.2012981,53.5176546,7.925028849109786e+18,9,1,0,0,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,9.608761411696225,"Glen Avenue, Harpurhey, Manchester, Greater Manchester, England, M9 4EE, United Kingdom"
1614,-2.1996166,53.4808049,5.4587220887126605e+17,61,0,0,1,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,moderately impacted area,moderate uncertainity,7.74337898922808,"1, Ashcombe Walk, Bradford, Manchester, Greater Manchester, England, M11 3UN, United Kingdom"
1615,-2.1997476,53.5086688,5.585136203895421e+18,117,0,0,2,1,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845,higher impacted area,highest uncertainity,9.171426485128034,"Waverley Road, Harpurhey, Manchester, Greater Manchester, England, M9 4LX, United Kingdom"
1616,-2.199845,53.5293419,-4.978929215583415e+18,94,0,0,0,1,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,10.335343548119447,"Greetland Drive, Charlestown, Manchester, Greater Manchester, England, M9 6DP, United Kingdom"
1617,-2.1981055,53.4799085,-4.1410222158040576e+18,80,0,1,1,1,0.75,0.25,0.5,0.333333333333333,0.666666666666667,higher impacted area,least uncertainity,7.777132377851625,"21, Turnpike Walk, Beswick, Manchester, Greater Manchester, England, M11 3TH, United Kingdom"
1618,-2.1982314,53.5068736,-7.477812741028862e+18,38,0,0,1,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,moderately impacted area,moderate uncertainity,9.138527806656912,"Hesford Avenue, Moston, Manchester, Greater Manchester, England, M9 4LP, United Kingdom"
1619,-2.1982524,53.5113678,-4.143071873907041e+18,72,1,0,0,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,9.382152238472278,"Lizmar Terrace, Moston, Manchester, Greater Manchester, England, M9 4WG, United Kingdom"
1620,-2.1982608,53.5131655,8.484075029959094e+18,184,0,0,1,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,9.480693691128836,"Penn Street, Harpurhey, Manchester, Greater Manchester, England, M40 9NF, United Kingdom"
1621,-2.1983239,53.5266479,-8.632388426808073e+18,84,0,0,1,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,10.237475490758712,"Grange Drive, Charlestown, Manchester, Greater Manchester, England, M9 7AJ, United Kingdom"
1622,-2.1965988,53.479911,7.73776624106e+18,116,1,1,2,0,1.0,0.666666666666667,0.816496580927726,0.666666666666667,0.816496580927726,higher impacted area,moderate uncertainity,7.85399322742441,"21, Dewar Close, Beswick, Manchester, Greater Manchester, England, M11 3BX, United Kingdom"
1623,-2.1966279,53.4862029,-8.739805003930413e+18,196,1,0,2,1,1.0,0.666666666666667,0.816496580927726,0.666666666666667,0.816496580927726,higher impacted area,moderate uncertainity,8.150986927689699,"Stuart Street, Bradford, Manchester, Greater Manchester, England, M11 4DY, United Kingdom"
1624,-2.1967987,53.5230551,7.512640735032309e+18,61,0,1,0,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,10.092477783472656,"Weybourne Avenue, Charlestown, Manchester, Greater Manchester, England, M9 7DH, United Kingdom"
1625,-2.1950053,53.4610379,1.1359944603748687e+18,90,0,0,0,2,0.5,1.0,1.0,2.0,2.0,moderately impacted area,highest uncertainity,7.135339357832689,"Thoralby Close, Belle Vue, Longsight, Manchester, Greater Manchester, England, M12 4NW, United Kingdom"
1626,-2.195125,53.4871042,4.033961143276613e+17,32,1,2,0,1,1.0,0.666666666666667,0.816496580927726,0.666666666666667,0.816496580927726,higher impacted area,moderate uncertainity,8.268706290677091,"Wesham Road, Bradford, Manchester, Greater Manchester, England, M11 4SW, United Kingdom"
1627,-2.1953732,53.5410342,8.501658425450994e+18,56,0,0,0,1,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,11.182859779868416,"Middleton, Rochdale, Greater Manchester, England, United Kingdom"
1628,-2.1936918,53.5032857,3.193308891768427e+18,32,0,1,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,moderately impacted area,moderate uncertainity,9.149326523107446,"Thorp Road, Moston, Manchester, Greater Manchester, England, M40 5NS, United Kingdom"
1629,-2.1937821,53.52306,7.593825173680583e+18,70,1,0,0,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,moderately impacted area,moderate uncertainity,10.213956439500999,"Charlestown Road, Charlestown, Manchester, Greater Manchester, England, M9 7BB, United Kingdom"
1630,-2.1937862,53.5239589,5.011664062728955e+18,71,0,1,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,moderately impacted area,moderate uncertainity,10.264043798387059,"St Mark's Church, Fossage Close, Charlestown, Manchester, Greater Manchester, England, M9 7BL, United Kingdom"
1631,-2.1921842,53.5032882,4.626175037026022e+18,11,1,0,0,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,9.21826608471163,"Craigslands Avenue, Moston, Manchester, Greater Manchester, England, M40 5LA, United Kingdom"
1632,-2.1922004,53.5068835,-4.063779902158067e+18,62,0,1,2,0,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845,higher impacted area,highest uncertainity,9.404642411000042,"Hugo Street, Moston, Manchester, Greater Manchester, England, M40 5PA, United Kingdom"
1633,-2.1922412,53.5158718,-7.865842318693652e+18,34,0,0,1,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,9.882479855635527,"Finchley Grove, Moston, Manchester, Greater Manchester, England, M40 9PU, United Kingdom"
1634,-2.1905998,53.4862127,-5.952360462964389e+18,58,0,1,0,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,8.453456660502406,"Stuart Street East, Bradford, Manchester, Greater Manchester, England, M11 4DF, United Kingdom"
1635,-2.1906685,53.5014929,6.641494111882726e+18,74,0,0,1,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,moderately impacted area,moderate uncertainity,9.196471770342063,"Troydale Drive, Newton Heath, Manchester, Greater Manchester, England, M40 2LA, United Kingdom"
1636,-2.1906967,53.5077847,6.913481946193925e+18,192,0,0,0,2,0.5,1.0,1.0,2.0,2.0,moderately impacted area,highest uncertainity,9.519561458142478,"Langworthy Road, Moston, Manchester, Greater Manchester, England, M40 5EP, United Kingdom"
